key,type,Korean,English,설명위치
ingame_holdem_rank_fullhouse,0,풀 하우스,Full House,
ingame_holdem_rank_fourofkind,0,포 오브 카인드,Four of a kind,
ingame_holdem_rank_straghtflush,0,스트레이트 플러시,Straight Flush,
ingame_holdem_rank_royalstraghtflush,0,로얄 스트레이트 플러시,Royal Straight Flush,
ingame_holdem_rank_clover,0,클로버,Clover,
ingame_holdem_rank_heart,0,하트,Heart,
ingame_holdem_rank_dia,0,다이아,Diamond,
ingame_holdem_rank_spade,0,스페이드,Spade,
ingame_holdem_fold_win,0,기권승,ABSTAINING,
ingame_holdem_fold_lose,0,기권패,WAIVER,
total_pot,0,총 팟 금액,,
show_card,0,쇼카드,,
min_raise,0,미니멈 레이즈 : {0},,
mtt_start_time,0,시작 시간 : {0},,
reward_chip,0,획득 상금 : {0},,
ticket_1_reward,0,획득 티켓 : 주간티켓 {0}개,,
ticket_2_reward,0,획득 티켓 : 프리티켓 {0}개,,
ticket_3_reward,0,획득 티켓 : 씨티티켓 {0}개,,
ticket_4_reward,0,획득 티켓 : 팀프로티켓 {0}개,,
ticket_5_reward,0,획득 티켓 : 온라인티켓 {0}개,,
success_get_point,0,포인트 가져오기를 성공하셨습니다.,,
leave_cancel_tnmt,0,토너먼트가 취소되어 방에서 퇴장하였습니다.,,
blind_up,0,블라인드업 {0}/{1},,
blind_up_ante,0,블라인드업 {0}/{1}({2}),,
break_time_count,0,브레이크 타임 [{0}],,
cancel_success,0,취소 되었습니다.,,
TNMT_NO_MORE_REENTRY,0,리엔트리 참여횟수가 초과되었습니다.,,
TNMT_NO_MORE_REGIST,0,토너먼트에 참여할 수 없습니다.,,
none,0, , ,
SYS_VERSION_UPDATE_TITLE,0,새로운 버전이 출시되었습니다.,,
cancel_dropout,0,탈퇴 취소,,
SYS_MAINTENANCE_TITLE,0,서버 정검,,
mtt_reward,0,보상,,
kingshill_err_no_userinfo,0,등록한 추천인이 아닙니다.,,
get_main_tnmt_ticket,0,메인티켓을 획득,,
level,0,레벨,,
regi_end,0,레지 마감,,
game_end,0,게임 종료,,
game_canceled,0,게임 취소,,
ticket1,0,주간티켓,,
ticket2,0,프리티켓,,
ticket3,0,씨티티켓,,
coffe_break,0,자리비움,,
coffe_break_disc,0,아무데나 클릭해 재참여하기,,
chip_count_text,0,{0} 칩,,
ticket_counting_text,0,{0} 장,,
total_buyin_chip,0,총 바이인 칩,,
total_buyin_ticket,0,총 바이인 금액,,
tnmt_entry,0,토너먼트 입장,,
total_chip,0,사용 칩,,
total_ticket,0,사용 티켓,,
total_KP,0,사용 KP,,
buyin_min_button,0,최소({0}),,
buyin_max_button,0,최대({0}),,
buyin_scale_min,0,최소 바이인 : {0},,
buyin_scale_max,0,최대 바이인 : {0},,
entry,0,엔트리,,
reentry,0,리엔트리,,
cannot_buyin_already_chips,0,칩을 보유한 상태로 바이인 하실 수 없습니다.,,
cannot_buyin_in_playing,0,플레이중엔 바이인 하실 수 없습니다.,,
no_more_rebuy,0,칩 추가 가능한 상태가 아닙니다.,,
and,0,그리고,,
or,0,또는,,
WRONG_PASSWORD,0,비밀번호를 잘못 입력 하셨습니다.,,
SYS_ERR_LOGIN_FAIL_BLOCK_USER,0,블럭 처리된 계정으로 로그인 하셨습니다.,,
start_tnmt_soon,0,토너먼트가 곧 시작합니다.,,
EVENT,0,이벤트,,
HOT,0,HOT,,
tnmt_cancel,0,토너먼트 삭제,,
network_error,0,네트워크 에러,Network Error,
api_failed,0,서버에서 응답이 지연되고 있습니다.,Please check the internet connection,
ping_failed,0,인터넷 환경이 불안정한 상태입니다.,Please check the internet connection,
network_not_connected,0,네트워크가 연결되지 않았습니다.,Please check the internet connection,
ws_failed,0,서버와의 연결이 불안정한 상태입니다.,,
t_minmax_player,0,최소 / 최대 인원,,
t_reentry_cost,0,리바이인 참가비,,
t_reentry_chip,0,리바이인 시작 칩,,
mtt_ob_table,0,테이블,,
max_chip,0,최대 칩,,
min_chip,0,최소 칩,,
no_room_number,0,닫힌 방입니다.,,
ticket4,0,팀프로티켓,,
ticket5,0,온라인티켓,,
delete_ob_table,0,관전중인 테이블이 종료되었습니다.,,
ticket4_count,0,팀프로티켓 : {0},,
ticket5_count,0,온라인티켓 : {0},,
bb_text,0,BB로 보기,,
agent_name,0,지점,,
room_title,0,방 제목,,
sell_rejected,0,출금 취소,,
cafe_challenge,0,챌린지,,
vive,0,진동,,
lounge_kp,0,킹스라운지 KP\n{0},,
kp_count_text,0,{0} KP,,
get_tnmt_kp,0,획득 KP : {0},Reward KP : {0},토너 결과 팝업 KP 상금
